iter	RMSE
604	0.1312870185
605	0.1312828063
606	0.1312700302
607	0.1312391647
608	0.1311782717
609	0.1311663282
610	0.1311433532
611	0.1310128128
612	0.1309571518
613	0.1309293976
614	0.1309033506
615	0.1308915149
616	0.1308850405
617	0.1308601684
618	0.1307723589
619	0.1307243359
620	0.1307174181
621	0.1307068893
622	0.1306775499
623	0.1306593708
624	0.1306526852
625	0.1306517023
626	0.1306390108
627	0.1305492218
628	0.1305436074
629	0.1304939636
630	0.1304334624
631	0.1302794648
632	0.1302483575
633	0.1302441925
634	0.13020857
635	0.1302058409
636	0.130200124
637	0.1301409139
638	0.1301344129
639	0.1301260659
640	0.1300254679
641	0.1299732855
642	0.1299680297
643	0.1299139319
644	0.1298270694
645	0.1296951113
646	0.1296917638
647	0.1296849313
648	0.1296138372
649	0.1295957283
650	0.1295643302
651	0.1294988271
652	0.1294949359
653	0.1294285957
654	0.1292696548
655	0.1291728072
656	0.1290794414
657	0.1290468221
658	0.1290425569
659	0.1289623647
660	0.1288851573
661	0.1287704668
662	0.1286835375
663	0.1286446836
664	0.1286410174
665	0.1286367438
666	0.1285378768
667	0.1285294283
668	0.1284923542
669	0.128471109
670	0.1283941407
671	0.128330657
672	0.1282436496
673	0.1282258612
674	0.1281718678
675	0.1281703157
676	0.1281053888
677	0.1280790378
678	0.1280355224
679	0.1279738369
680	0.127960998
681	0.1278538403
682	0.127782417
683	0.1277796759
684	0.1277647507
685	0.1277003762
686	0.1276710562
687	0.1276339662
688	0.1275585056
689	0.1274597008
690	0.1272921879
691	0.1272390617
692	0.1272360903
693	0.1272076497
694	0.1271729017
695	0.1271403395
696	0.1270711597
697	0.1270638036
698	0.1270610843
699	0.1270135193
700	0.1269521894
701	0.1268951677
702	0.1268141902
703	0.1267618218
704	0.1267325891
705	0.1267272896
706	0.1266938631
707	0.1266872177
708	0.1266417497
709	0.1266192359
710	0.1266120599
711	0.1265774539
712	0.1265720497
713	0.1265222655
714	0.1265188444
715	0.1264442791
716	0.1264251356
717	0.1263631201
718	0.1263039775
719	0.1263005826
720	0.1262707555
721	0.1262581984
722	0.1261736782
723	0.1261293676
724	0.1261268393
725	0.1260759858
726	0.126034868
727	0.1260307929
728	0.1259561381
729	0.1259184977
730	0.1259152918
731	0.1259065097
732	0.1258169135
733	0.1256980413
734	0.1256619858
735	0.1256357396
736	0.1256333087
737	0.1256023073
738	0.1255974054
739	0.1255952184
740	0.1255928137
741	0.1255906334
742	0.1255862601
743	0.1255181031
744	0.1255150599
745	0.1254169132
746	0.1253900058
747	0.1252949587
748	0.1252654478
749	0.1252373938
750	0.1251655653
751	0.1250877132
752	0.125018549
753	0.1250044838
754	0.1249836123
755	0.1249184267
756	0.1248961901
757	0.1248593157
758	0.1247985727
759	0.1247362594
760	0.12457643
761	0.1244878452
762	0.1244164592
763	0.1243485734
764	0.1242326271
765	0.1241587361
766	0.124094381
767	0.1240911866
768	0.124089089
769	0.12408777
770	0.1240786232
771	0.1240622001
772	0.1239924956
773	0.1239677905
774	0.1238942602
775	0.123800284
776	0.1237251096
777	0.1237230369
778	0.1237188801
779	0.1236022216
780	0.1235995194
781	0.1235334101
782	0.1235242298
783	0.1233947359
784	0.1233911867
785	0.1233353765
786	0.1232757134
787	0.1231755164
788	0.1230845303
789	0.1230725259
790	0.1229559456
791	0.1229222687
792	0.1228284839
793	0.1227401481
794	0.1226989567
795	0.1226003972
796	0.1225838545
797	0.1225645636
798	0.122517985
799	0.1223903016
800	0.1223583633
801	0.1223355893
802	0.1222734599
803	0.1222222418
804	0.122159937
805	0.1221564242
806	0.1221308448
807	0.1220929763
808	0.1220114034
809	0.1220056718
810	0.1220034332
811	0.1219989955
812	0.1219587199
813	0.1219423472
814	0.1218226428
815	0.1218175415
816	0.121753973
817	0.1216864909
818	0.1216344266
819	0.1216185414
820	0.121603265
821	0.1215714668
822	0.1215017461
823	0.1214767991
824	0.1214743806
825	0.121405607
826	0.1213242335
827	0.121255521
828	0.1212534354
829	0.1212055635
830	0.1212035058
831	0.1211629973
832	0.1210649524
833	0.1210302445
834	0.1210264782
835	0.1209703893
836	0.1209248931
837	0.1208899936
838	0.1208832433
839	0.1208178826
840	0.1208050618
841	0.1208020181
842	0.1206967683
843	0.120630359
844	0.1206197224
845	0.1205899666
846	0.1204418421
847	0.1204389067
848	0.120433867
849	0.1203604879
850	0.1203315399
851	0.1202754342
852	0.1202694954
853	0.1202562805
854	0.1202542854
855	0.1202523171
856	0.1202495186
857	0.1202051235
858	0.1201769566
859	0.120023756
860	0.1199940642
861	0.119967992
862	0.1198545736
863	0.1197428751
864	0.1197405357
865	0.1197388757
866	0.119723563
867	0.1196905564
868	0.1196886251
869	0.1196309472
870	0.1195369796
871	0.1194510234
872	0.1193982617
873	0.1193073248
874	0.1192577619
875	0.1191861433
876	0.1191320916
877	0.1191292172
878	0.1190986358
879	0.1190459151
880	0.1189744135
881	0.1189519788
882	0.1189429525
883	0.1188703776
884	0.1187611445
885	0.1187296016
886	0.1187287664
887	0.1186654836
888	0.1185717406
889	0.1185632862
890	0.1184770732
891	0.1183788585
892	0.1183516757
893	0.118325303
894	0.1183207027
895	0.1182612203
896	0.1182451807
897	0.118219411
898	0.1181974047
899	0.1181582106
900	0.1180742257
901	0.1180720557
902	0.1180283908
903	0.1179891544
904	0.11798652
905	0.1179108181
906	0.1179052974
907	0.117876968
908	0.117845228
909	0.1178234983
910	0.1177944074
911	0.1177322364
912	0.1177028028
913	0.1177011808
914	0.1176865332
915	0.1176841979
916	0.1176588836
917	0.1175761417
918	0.1175168524
919	0.1174064898
920	0.1173398747
921	0.1172172635
922	0.1171705672
923	0.1171686168
924	0.1171316807
925	0.1170423898
926	0.1170389465
927	0.1170256417
928	0.1170236005
929	0.1168953127
930	0.1168914298
931	0.1168895311
932	0.1168615036
933	0.1168478894
934	0.1168382479
935	0.116833724
936	0.1167656845
937	0.1167603823
938	0.116711672
939	0.1166646397
940	0.1166547051
941	0.1166434189
942	0.1165726349
943	0.1165562451
944	0.1165300056
945	0.1165046732
946	0.1164918201
947	0.1164897033
948	0.1164773317
949	0.1164145522
950	0.1163386378
951	0.1163246192
952	0.1163111125
953	0.1163063832
954	0.1162976178
955	0.1162146838
956	0.1161817356
957	0.116130653
958	0.1161291959
959	0.116078146
960	0.1160737879
961	0.1160184637
962	0.1160166275
963	0.1158793503
964	0.115877317
965	0.1158479606
966	0.1158443398
967	0.1158427589
968	0.1158179045
969	0.1158108762
970	0.115778546
971	0.1157009505
972	0.1156917086
973	0.1156882755
974	0.1155837016
975	0.115481983
976	0.1154734805
977	0.1154645859
978	0.1154436066
979	0.1154355779
980	0.1154288374
981	0.1153896153
982	0.115364486
983	0.1152298892
984	0.1151754074
985	0.1151332253
986	0.1151286824
987	0.1151078259
988	0.1150234989
989	0.1149514673
990	0.1149454554
991	0.114910291
992	0.1149000629
993	0.114846334
994	0.1148283953
995	0.1148272333
996	0.1147686925
997	0.1147329329
998	0.1147088392
999	0.1146615481
1000	0.1146230108
1001	0.1146170105
1002	0.114586231
1003	0.1145141418
1004	0.1145104651
1005	0.114438264
1006	0.1144333617
1007	0.1143138921
1008	0.1142904496
1009	0.1142887507
1010	0.1142131622
1011	0.1141945639
1012	0.1141828195
1013	0.1141681695
1014	0.1141631347
1015	0.1141602345
1016	0.1141402382
1017	0.1140648867
1018	0.1140613818
1019	0.1139953994
1020	0.1139936299
1021	0.1139782134
1022	0.1139384943
1023	0.113868008
1024	0.1138030475
1025	0.1137938195
1026	0.1137905266
1027	0.1137883054
1028	0.1137854543
1029	0.1137398845
1030	0.1136576968
1031	0.1136264023
1032	0.113559263
1033	0.1135064168
1034	0.1135004135
1035	0.1134774162
1036	0.1133999218
1037	0.1133981189
1038	0.113396396
1039	0.1133947609
1040	0.1133817524
1041	0.1133588206
1042	0.1132756716
1043	0.1132168761
1044	0.1132122359
1045	0.1131864075
1046	0.1131416103
1047	0.1131410732
1048	0.1131173711
1049	0.1130449825
1050	0.1129933381
1051	0.1129217502
1052	0.1129175001
1053	0.1128675292
1054	0.1127699138
1055	0.112682133
1056	0.1125999289
1057	0.1125380227
1058	0.1125362096
1059	0.1125304317
1060	0.1124613622
1061	0.1124504225
1062	0.1124263556
1063	0.1123682681
1064	0.1123666962
1065	0.1123569779
1066	0.1122821454
1067	0.1122705989
1068	0.112240389
1069	0.1121735161
1070	0.1121719151
1071	0.1121584758
1072	0.1120992449
1073	0.1120874528
1074	0.1120840479
1075	0.1120750475
1076	0.1120165058
1077	0.11201487
1078	0.1120057301
1079	0.1119496637
1080	0.1119295841
1081	0.1119023303
1082	0.1118998462
1083	0.1118960805
1084	0.1118919594
1085	0.1118867989
1086	0.1118305194
1087	0.1118192259
1088	0.1118151602
1089	0.1118023079
1090	0.1118011188
1091	0.1117469232
1092	0.1117228492
1093	0.11168592
1094	0.1116811876
1095	0.1116491514
1096	0.111618856
1097	0.1116059206
1098	0.1115461076
1099	0.1115242876
1100	0.1115137391
1101	0.1115035839
1102	0.1114703206
1103	0.111418694
1104	0.1113710767
1105	0.1113688546
1106	0.1113301178
1107	0.1113253683
1108	0.1112322663
1109	0.1111248697
1110	0.1110546337
1111	0.1110503221
1112	0.1110256552
1113	0.1109820826
1114	0.1109329981
1115	0.1109025013
1116	0.110866851
1117	0.1108075432
1118	0.1107618073
1119	0.1106462565
1120	0.1106337783
1121	0.1106120868
1122	0.1105885242
1123	0.1105267248
1124	0.1105107422
1125	0.1104947069
1126	0.1104218386
1127	0.1104069378
1128	0.1103904788
1129	0.1103890638
1130	0.1102268086
1131	0.1102085967
1132	0.1101622967
1133	0.1100936794
1134	0.1100907371
1135	0.1100393204
1136	0.1100372507
1137	0.1100107595
1138	0.1100039829
1139	0.109945041
1140	0.1098404775
1141	0.1097995053
1142	0.1097255481
1143	0.1097050477
1144	0.109655372
1145	0.1096052318
1146	0.1095300842
1147	0.1094405519
1148	0.1094152249
1149	0.1093897764
1150	0.1093484647
1151	0.1092805372
1152	0.1091706236
1153	0.1091003926
1154	0.1090970443
1155	0.1090076904
1156	0.1089718465
1157	0.1089477477
1158	0.108943175
1159	0.1089218748
1160	0.1087989022
1161	0.1086994881
1162	0.108638763
1163	0.1086378336
1164	0.1086067298
1165	0.1085897916
1166	0.1085084091
1167	0.1084901331
1168	0.1084225539
1169	0.1083982746
1170	0.1083501317
1171	0.1083223795
1172	0.1082754965
1173	0.1082654773
1174	0.1082570975
1175	0.1081863732
1176	0.1081020274
1177	0.1080455539
1178	0.1079896103
1179	0.1079857016
1180	0.1079539251
1181	0.1077608217
1182	0.1077313371
1183	0.1077271344
1184	0.1077227063
1185	0.107666059
1186	0.1076160475
1187	0.1076089293
1188	0.1075718507
1189	0.1075458394
1190	0.107482339
1191	0.1074411962
1192	0.107431987
1193	0.1073711327
1194	0.107263716
1195	0.1072493019
1196	0.1071821084
1197	0.1070935459
1198	0.1069897977
1199	0.1069368776
1200	0.1068725289
1201	0.1067461013
1202	0.1067369268
1203	0.1067250183
1204	0.1067218764
1205	0.1066887624
1206	0.1066572505
1207	0.1065778646
1208	0.1065697565
1209	0.1065415802
1210	0.1065302401
1211	0.1065180535
1212	0.1065114189
1213	0.1064616633
1214	0.1064413149
1215	0.1064233926
1216	0.1063787599
1217	0.1063707166
1218	0.1063372739
1219	0.1063146424
1220	0.1062693258
1221	0.1062140997
1222	0.1061859926
1223	0.1061774364
1224	0.1061564593
1225	0.1061550094
1226	0.1061504184
1227	0.1061031579
1228	0.106051813
1229	0.1059453198
1230	0.1058937265
1231	0.1057850614
1232	0.1057819886
1233	0.1057700257
1234	0.1056948808
1235	0.1056860147
1236	0.105624764
1237	0.1056173715
1238	0.1056069647
1239	0.1055181666
1240	0.1054859128
1241	0.1054685243
1242	0.1054447755
1243	0.1053624504
1244	0.1053386158
1245	0.1053330028
1246	0.1053265487
1247	0.1053134181
1248	0.1052970983
1249	0.1052672935
1250	0.1052269228
1251	0.1051525434
1252	0.1051470612
1253	0.1051408687
1254	0.1050612804
1255	0.1049525251
1256	0.1048821719
1257	0.1048506086
1258	0.1047665766
1259	0.1047640735
1260	0.1047333376
1261	0.1047279234
1262	0.1046866909
1263	0.1045351361
1264	0.1045326879
1265	0.1045237876
1266	0.1045225023
1267	0.1045162243
1268	0.104466964
1269	0.1044652475
1270	0.1044221765
1271	0.1043683915
1272	0.104356686
1273	0.1043085873
1274	0.1042697477
1275	0.1041623729
1276	0.1041587731
1277	0.1040993681
1278	0.1039765696
1279	0.1039723654
1280	0.1039577621
1281	0.1039557307
1282	0.1039348899
1283	0.1039038755
1284	0.1038644774
1285	0.1038620011
1286	0.103802224
1287	0.1037840499
1288	0.1037825513
1289	0.1036853484
1290	0.1035397234
1291	0.1034247407
1292	0.1033250541
1293	0.1032432139
1294	0.1032158599
1295	0.1031828989
1296	0.1031386477
1297	0.1030560019
1298	0.1030424557
1299	0.1030372759
1300	0.1030260622
1301	0.1029769099
1302	0.1029523681
1303	0.1029269925
1304	0.1029101525
1305	0.1028986844
1306	0.1028117528
1307	0.1026937125
1308	0.1026877273
1309	0.1026317682
1310	0.1025429491
1311	0.1025326347
1312	0.1024550297
1313	0.1024157532
1314	0.1023604589
1315	0.1023576896
1316	0.102346758
1317	0.1022964824
1318	0.1022827201
1319	0.1022518528
1320	0.1022138133
1321	0.1022113847
1322	0.1022095087
1323	0.1021726685
1324	0.1021616613
1325	0.1021604092
1326	0.1021573488
1327	0.1021078275
1328	0.1020916281
1329	0.1020803426
1330	0.102075343
1331	0.10206503
1332	0.102046465
1333	0.1019946609
1334	0.1019622481
1335	0.101857174
1336	0.101823476
1337	0.1017622167
1338	0.1017217937
1339	0.1017092067
1340	0.1016710985
1341	0.1016598018
1342	0.1016328171
1343	0.1015786154
1344	0.1015740672
1345	0.1015588394
1346	0.1015233435
1347	0.1015201452
1348	0.1014907029
1349	0.1014470365
1350	0.1014459707
1351	0.101404643
1352	0.1013234607
1353	0.101234574
1354	0.1012166948
1355	0.1011789872
1356	0.1011381231
1357	0.1011268228
1358	0.1011244863
1359	0.1011194472
1360	0.1010682105
1361	0.1010548453
1362	0.100997102
1363	0.1009813779
1364	0.100969591
1365	0.1009508264
1366	0.1009114182
1367	0.1008481909
1368	0.1007489814
1369	0.1006388939
1370	0.1005984255
1371	0.1005651168
1372	0.1005121357
1373	0.1004998312
1374	0.1004697624
1375	0.1004629472
1376	0.1004531269
1377	0.1004511845
1378	0.100440947
1379	0.1004208066
1380	0.100419382
1381	0.1003516479
1382	0.1002733809
1383	0.1002684426
1384	0.1002065711
1385	0.100203328
1386	0.1001717205
1387	0.1000780243
1388	0.1000759226
1389	0.1000189301
1390	0.09997715933
1391	0.099946964
1392	0.09988108691
1393	0.09979014325
1394	0.09977362326
1395	0.09977178251
1396	0.09973874666
1397	0.09969748471
1398	0.0995928252
1399	0.09954298752
1400	0.09953216654
1401	0.09952934441
1402	0.09950383638
1403	0.09950094238
1404	0.09948981804
1405	0.09948792094
1406	0.09944593399
1407	0.09943589651
1408	0.09941747067
1409	0.09941591699
1410	0.09929893518
1411	0.09922600063
1412	0.09921672165
1413	0.09920095441
1414	0.09919404987
1415	0.09917319756
1416	0.09911942904
1417	0.09911435926
1418	0.09909557999
1419	0.0990604608
1420	0.09903889583
1421	0.09894535266
1422	0.09893662319
1423	0.09890072832
1424	0.0988980084
1425	0.09889290551
1426	0.09889091815
1427	0.09888779878
1428	0.09882435323
1429	0.09876513769
1430	0.09869546445
1431	0.09869103632
1432	0.098643391
1433	0.09861482209
1434	0.09858045022
1435	0.09857291907
1436	0.09854603653
1437	0.09854491509
1438	0.09846315259
1439	0.09845947838
1440	0.0984207099
1441	0.09840328907
1442	0.09833176507
1443	0.09832475156
1444	0.09823456854
1445	0.09816179439
1446	0.09804380273
1447	0.09802882127
1448	0.0980013443
1449	0.09797837342
1450	0.09794628548
1451	0.09785758732
1452	0.09785450539
1453	0.09782183894
1454	0.09780695992
1455	0.0977513265
1456	0.09767439747
1457	0.09764702196
1458	0.09760181186
1459	0.09758751013
1460	0.09755444583
1461	0.0974990173
1462	0.0974960995
1463	0.09744001718
1464	0.09743792919
1465	0.09741901845
1466	0.09741003832
1467	0.0973920298
1468	0.09735954444
1469	0.09733087722
